[2021-07-26 10:57:04,250] A: 00001.jpg, B: 00001.jpg | MSE | 50.2822125 | PSNR | 31.116659817624857 | SSMI | 0.917575764153 | Delta_E | 2.44881438334
[2021-07-26 11:10:36,386] A: 05265.jpg, B: 05265.jpg | MSE | 6.78249791667 | PSNR | 39.816906918335114 | SSMI | 0.961546319618 | Delta_E | 0.871171354355
[2021-07-26 11:10:36,545] A: 05266.jpg, B: 05266.jpg | MSE | 23.5302458333 | PSNR | 34.414538963564695 | SSMI | 0.922987206196 | Delta_E | 1.72066247474
[2021-07-26 11:10:36,702] A: 05267.jpg, B: 05267.jpg | MSE | 12.4620833333 | PSNR | 37.174897098337915 | SSMI | 0.94261366862 | Delta_E | 1.18285112719
[2021-07-26 11:10:36,858] A: 05268.jpg, B: 05268.jpg | MSE | 10.5419416667 | PSNR | 37.90159752130204 | SSMI | 0.949037056668 | Delta_E | 1.08350815274
[2021-07-26 11:10:37,011] A: 05269.jpg, B: 05269.jpg | MSE | 8.64969583333 | PSNR | 38.76079525105697 | SSMI | 0.957283359325 | Delta_E | 1.01374636726
[2021-07-26 11:10:37,167] A: 05270.jpg, B: 05270.jpg | MSE | 7.66127083333 | PSNR | 39.28779545526911 | SSMI | 0.959712790208 | Delta_E | 0.938295868954
[2021-07-26 11:10:37,319] A: 05271.jpg, B: 05271.jpg | MSE | 9.62474375 | PSNR | 38.296911852268465 | SSMI | 0.957439984537 | Delta_E | 1.05353854568
[2021-07-26 11:10:37,475] A: 05272.jpg, B: 05272.jpg | MSE | 37.9465833333 | PSNR | 32.33907682251152 | SSMI | 0.915596512898 | Delta_E | 2.19844177613
[2021-07-26 11:10:37,623] A: 05273.jpg, B: 05273.jpg | MSE | 40.6041354167 | PSNR | 32.0451009337009 | SSMI | 0.922172648734 | Delta_E | 2.27170733392
[2021-07-26 11:10:37,777] A: 05274.jpg, B: 05274.jpg | MSE | 44.9975270833 | PSNR | 31.598917138386344 | SSMI | 0.920430965435 | Delta_E | 2.40151345536
[2021-07-26 11:10:37,926] A: 05275.jpg, B: 05275.jpg | MSE | 41.63414375 | PSNR | 31.936307235050098 | SSMI | 0.931749454636 | Delta_E | 2.42841397214
[2021-07-26 11:10:38,076] A: 05276.jpg, B: 05276.jpg | MSE | 38.6394270833 | PSNR | 32.26049682472062 | SSMI | 0.927540580319 | Delta_E | 2.47999171422
[2021-07-26 11:10:38,224] A: 05277.jpg, B: 05277.jpg | MSE | 46.10501875 | PSNR | 31.493321578904965 | SSMI | 0.923264293892 | Delta_E | 3.02542529315
[2021-07-26 11:10:38,374] A: 05278.jpg, B: 05278.jpg | MSE | 47.8183354167 | PSNR | 31.33485906861864 | SSMI | 0.906992549303 | Delta_E | 2.45536608048
[2021-07-26 11:10:38,522] A: 05279.jpg, B: 05279.jpg | MSE | 55.7781041667 | PSNR | 30.666166118548293 | SSMI | 0.912408349349 | Delta_E | 2.77085831824
[2021-07-26 11:10:38,673] A: 05280.jpg, B: 05280.jpg | MSE | 19.0546583333 | PSNR | 35.330791949692916 | SSMI | 0.943136708321 | Delta_E | 1.65007610464
[2021-07-26 11:10:38,824] A: 05281.jpg, B: 05281.jpg | MSE | 16.59826875 | PSNR | 35.9301756870326 | SSMI | 0.949723157569 | Delta_E | 1.61941197971
[2021-07-26 11:10:38,968] A: 05282.jpg, B: 05282.jpg | MSE | 29.39575 | PSNR | 33.44795815658809 | SSMI | 0.939108459482 | Delta_E | 1.96636854405
[2021-07-26 11:10:39,119] A: 05283.jpg, B: 05283.jpg | MSE | 25.64884375 | PSNR | 34.040125689761396 | SSMI | 0.93867960213 | Delta_E | 1.62685227257
[2021-07-26 11:10:39,268] A: 05284.jpg, B: 05284.jpg | MSE | 42.0512354167 | PSNR | 31.89301601476911 | SSMI | 0.917953688648 | Delta_E | 2.36647128527
[2021-07-26 11:10:39,445] A: 05285.jpg, B: 05285.jpg | MSE | 43.6027479167 | PSNR | 31.73566500786501 | SSMI | 0.922362575717 | Delta_E | 2.62423816866
[2021-07-26 11:10:39,602] A: 05286.jpg, B: 05286.jpg | MSE | 34.9794354167 | PSNR | 32.692675653709074 | SSMI | 0.945974102723 | Delta_E | 2.45666869485
[2021-07-26 11:10:39,765] A: 05287.jpg, B: 05287.jpg | MSE | 34.7321375 | PSNR | 32.72348849198685 | SSMI | 0.941842534165 | Delta_E | 2.57728701387
[2021-07-26 11:10:39,922] A: 05288.jpg, B: 05288.jpg | MSE | 39.2409791667 | PSNR | 32.19340525223846 | SSMI | 0.938146550108 | Delta_E | 2.68328437905
[2021-07-26 11:10:40,075] A: 05289.jpg, B: 05289.jpg | MSE | 22.9665875 | PSNR | 34.51983890706322 | SSMI | 0.950691679469 | Delta_E | 1.84046106114
[2021-07-26 11:10:40,239] A: 05290.jpg, B: 05290.jpg | MSE | 52.6399666667 | PSNR | 30.917647552712687 | SSMI | 0.935571752324 | Delta_E | 3.45506019612
[2021-07-26 11:10:40,398] A: 05291.jpg, B: 05291.jpg | MSE | 101.401827083 | PSNR | 28.070345805741344 | SSMI | 0.928296083393 | Delta_E | 5.40640953471
[2021-07-26 11:10:40,557] A: 05292.jpg, B: 05292.jpg | MSE | 49.3049125 | PSNR | 31.201901684597576 | SSMI | 0.935787862599 | Delta_E | 3.59078267468
[2021-07-26 11:10:40,715] A: 05293.jpg, B: 05293.jpg | MSE | 46.6554416667 | PSNR | 31.44178055808346 | SSMI | 0.937724778079 | Delta_E | 3.4812697753
[2021-07-26 11:10:40,872] A: 05294.jpg, B: 05294.jpg | MSE | 42.64028125 | PSNR | 31.83260300287476 | SSMI | 0.942361351025 | Delta_E | 2.79394728842
[2021-07-26 11:10:41,028] A: 05295.jpg, B: 05295.jpg | MSE | 35.8755145833 | PSNR | 32.582822217433005 | SSMI | 0.93740474725 | Delta_E | 2.4274226371
[2021-07-26 11:10:41,188] A: 05296.jpg, B: 05296.jpg | MSE | 26.1221520833 | PSNR | 33.960714072765526 | SSMI | 0.94552281257 | Delta_E | 1.92610196207
[2021-07-26 11:10:41,344] A: 05297.jpg, B: 05297.jpg | MSE | 6.88647083333 | PSNR | 39.75083648434753 | SSMI | 0.959812996392 | Delta_E | 0.871427847621
[2021-07-26 11:10:41,505] A: 05298.jpg, B: 05298.jpg | MSE | 5.84458333333 | PSNR | 40.463268055897686 | SSMI | 0.963786731808 | Delta_E | 0.784304006581
[2021-07-26 11:10:41,665] A: 05299.jpg, B: 05299.jpg | MSE | 6.84219166667 | PSNR | 39.778851251887275 | SSMI | 0.960826020142 | Delta_E | 0.84953710509
[2021-07-26 11:10:41,825] A: 05300.jpg, B: 05300.jpg | MSE | 8.00885208333 | PSNR | 39.09510088179427 | SSMI | 0.960934138959 | Delta_E | 0.973866173827
[2021-07-26 11:10:41,976] A: 05301.jpg, B: 05301.jpg | MSE | 7.11852708333 | PSNR | 39.60690219162953 | SSMI | 0.959850066632 | Delta_E | 0.864462134545
[2021-07-26 11:10:42,134] A: 05302.jpg, B: 05302.jpg | MSE | 17.5572875 | PSNR | 35.6862294011653 | SSMI | 0.952645097441 | Delta_E | 1.34375886888
[2021-07-26 11:10:42,293] A: 05303.jpg, B: 05303.jpg | MSE | 7.97430833333 | PSNR | 39.11387336855756 | SSMI | 0.959163568544 | Delta_E | 0.948956330521
[2021-07-26 11:10:42,452] A: 05304.jpg, B: 05304.jpg | MSE | 5.86361458333 | PSNR | 40.44914944567811 | SSMI | 0.964642965337 | Delta_E | 0.796774234691
[2021-07-26 11:10:42,609] A: 05305.jpg, B: 05305.jpg | MSE | 5.8468875 | PSNR | 40.461556232131564 | SSMI | 0.962584050572 | Delta_E | 0.74602466831
[2021-07-26 11:10:42,767] A: 05306.jpg, B: 05306.jpg | MSE | 6.2005 | PSNR | 40.20653649033288 | SSMI | 0.959967255328 | Delta_E | 0.779688933091
[2021-07-26 11:10:42,923] A: 05307.jpg, B: 05307.jpg | MSE | 6.18240416667 | PSNR | 40.219229677731796 | SSMI | 0.96334261744 | Delta_E | 0.80489191335
[2021-07-26 11:10:43,079] A: 05308.jpg, B: 05308.jpg | MSE | 24.24279375 | PSNR | 34.284976942063786 | SSMI | 0.952772184351 | Delta_E | 1.4913938999
[2021-07-26 11:10:43,236] A: 05309.jpg, B: 05309.jpg | MSE | 5.75829791667 | PSNR | 40.5278623068059 | SSMI | 0.967476939465 | Delta_E | 0.805867794898
[2021-07-26 11:10:43,394] A: 05310.jpg, B: 05310.jpg | MSE | 6.0044125 | PSNR | 40.34609840467895 | SSMI | 0.96274777437 | Delta_E | 0.787223318419
[2021-07-26 11:10:43,548] A: 05311.jpg, B: 05311.jpg | MSE | 20.6850166667 | PSNR | 34.97424485709454 | SSMI | 0.960331806221 | Delta_E | 1.43775609767
[2021-07-26 11:10:43,702] A: 05312.jpg, B: 05312.jpg | MSE | 20.7607 | PSNR | 34.958383680974585 | SSMI | 0.960427019304 | Delta_E | 1.20504335632
[2021-07-26 11:10:43,858] A: 05313.jpg, B: 05313.jpg | MSE | 6.22653958333 | PSNR | 40.18833607529735 | SSMI | 0.961118166423 | Delta_E | 0.789435053747
[2021-07-26 11:10:44,013] A: 05314.jpg, B: 05314.jpg | MSE | 17.9403770833 | PSNR | 35.592487937601824 | SSMI | 0.950340473538 | Delta_E | 1.45554128946
[2021-07-26 11:10:44,169] A: 05315.jpg, B: 05315.jpg | MSE | 7.25446041667 | PSNR | 39.524752455109656 | SSMI | 0.960730338842 | Delta_E | 0.882610522543
[2021-07-26 11:10:44,325] A: 05316.jpg, B: 05316.jpg | MSE | 5.92353541667 | PSNR | 40.40499371432329 | SSMI | 0.963407531835 | Delta_E | 0.77540102836
[2021-07-26 11:10:44,481] A: 05317.jpg, B: 05317.jpg | MSE | 5.83193125 | PSNR | 40.47267965229052 | SSMI | 0.961801965668 | Delta_E | 0.756171231924
[2021-07-26 11:10:44,636] A: 05318.jpg, B: 05318.jpg | MSE | 6.078225 | PSNR | 40.293035883800236 | SSMI | 0.962276006473 | Delta_E | 0.791046914997
[2021-07-26 11:10:44,795] A: 05319.jpg, B: 05319.jpg | MSE | 5.24650208333 | PSNR | 40.9321051121534 | SSMI | 0.964144220997 | Delta_E | 0.727575762232
[2021-07-26 11:10:44,947] A: 05320.jpg, B: 05320.jpg | MSE | 17.5540833333 | PSNR | 35.687022051451095 | SSMI | 0.952970196718 | Delta_E | 1.41451492168
[2021-07-26 11:10:45,100] A: 05321.jpg, B: 05321.jpg | MSE | 5.48171875 | PSNR | 40.74163611396724 | SSMI | 0.96560352837 | Delta_E | 0.772900946972
[2021-07-26 11:10:45,255] A: 05322.jpg, B: 05322.jpg | MSE | 6.34148125 | PSNR | 40.10889648165315 | SSMI | 0.958411877575 | Delta_E | 0.756096606045
[2021-07-26 11:10:45,409] A: 05323.jpg, B: 05323.jpg | MSE | 5.39809583333 | PSNR | 40.8083977047357 | SSMI | 0.965026004603 | Delta_E | 0.747626522813
[2021-07-26 11:10:45,567] A: 05324.jpg, B: 05324.jpg | MSE | 5.70689583333 | PSNR | 40.56680415324629 | SSMI | 0.962245633671 | Delta_E | 0.747453070893
[2021-07-26 11:10:45,715] A: 05325.jpg, B: 05325.jpg | MSE | 5.10170625 | PSNR | 41.05364912018828 | SSMI | 0.964518843016 | Delta_E | 0.703979551173
[2021-07-26 11:10:45,865] A: 05326.jpg, B: 05326.jpg | MSE | 14.4615625 | PSNR | 36.52865142012595 | SSMI | 0.955657737454 | Delta_E | 1.26449965717
[2021-07-26 11:10:46,015] A: 05327.jpg, B: 05327.jpg | MSE | 12.9731583333 | PSNR | 37.000346423196454 | SSMI | 0.942339595309 | Delta_E | 1.21541933323
[2021-07-26 11:10:46,167] A: 05328.jpg, B: 05328.jpg | MSE | 11.94650625 | PSNR | 37.35839446227581 | SSMI | 0.951393018868 | Delta_E | 1.19972991573
[2021-07-26 11:10:46,316] A: 05329.jpg, B: 05329.jpg | MSE | 7.56456666667 | PSNR | 39.34296306190887 | SSMI | 0.958809100925 | Delta_E | 0.919164291438
[2021-07-26 11:10:46,480] A: 05330.jpg, B: 05330.jpg | MSE | 5.6764375 | PSNR | 40.59004500419056 | SSMI | 0.967529250225 | Delta_E | 0.795831364827
[2021-07-26 11:10:46,637] A: 05331.jpg, B: 05331.jpg | MSE | 6.44761875 | PSNR | 40.036810112995326 | SSMI | 0.96311335798 | Delta_E | 0.822237955393
[2021-07-26 11:10:46,797] A: 05332.jpg, B: 05332.jpg | MSE | 17.842925 | PSNR | 35.616143108708286 | SSMI | 0.955368346679 | Delta_E | 1.32138711027
[2021-07-26 11:10:46,946] A: 05333.jpg, B: 05333.jpg | MSE | 13.0899354167 | PSNR | 36.961428570409495 | SSMI | 0.948148995398 | Delta_E | 1.29193512782
[2021-07-26 11:10:47,100] A: 05334.jpg, B: 05334.jpg | MSE | 8.80237083333 | PSNR | 38.684806999495635 | SSMI | 0.958425806669 | Delta_E | 1.04212115736
[2021-07-26 11:10:47,254] A: 05335.jpg, B: 05335.jpg | MSE | 7.19338125 | PSNR | 39.56147282301671 | SSMI | 0.961814222696 | Delta_E | 0.918467589777
[2021-07-26 11:10:47,413] A: 05336.jpg, B: 05336.jpg | MSE | 6.08887291667 | PSNR | 40.28543451054867 | SSMI | 0.963280750097 | Delta_E | 0.796819824547
[2021-07-26 11:10:47,578] A: 05337.jpg, B: 05337.jpg | MSE | 7.96537708333 | PSNR | 39.118740206134376 | SSMI | 0.962430028406 | Delta_E | 0.901465186029
[2021-07-26 11:10:47,734] A: 05338.jpg, B: 05338.jpg | MSE | 16.35245625 | PSNR | 35.994973649907685 | SSMI | 0.9591472638 | Delta_E | 1.22230634351
[2021-07-26 11:10:47,894] A: 05339.jpg, B: 05339.jpg | MSE | 20.8100604167 | PSNR | 34.94807019791946 | SSMI | 0.950458147446 | Delta_E | 1.35602760926
[2021-07-26 11:10:48,052] A: 05340.jpg, B: 05340.jpg | MSE | 19.5049791667 | PSNR | 35.229348700912375 | SSMI | 0.954885718194 | Delta_E | 1.2209624893
[2021-07-26 11:10:48,210] A: 05341.jpg, B: 05341.jpg | MSE | 17.1102645833 | PSNR | 35.79823635593716 | SSMI | 0.957784470184 | Delta_E | 1.39993820316
[2021-07-26 11:10:48,368] A: 05342.jpg, B: 05342.jpg | MSE | 23.9955291667 | PSNR | 34.32950029119607 | SSMI | 0.955066544053 | Delta_E | 1.73942473416
[2021-07-26 11:10:48,524] A: 05343.jpg, B: 05343.jpg | MSE | 8.49791875 | PSNR | 38.83767786455594 | SSMI | 0.96536081021 | Delta_E | 0.870218597547
[2021-07-26 11:10:48,682] A: 05344.jpg, B: 05344.jpg | MSE | 18.0303770833 | PSNR | 35.57075551311432 | SSMI | 0.958327366403 | Delta_E | 1.2956819552
[2021-07-26 11:10:48,839] A: 05345.jpg, B: 05345.jpg | MSE | 16.6742354167 | PSNR | 35.91034432038577 | SSMI | 0.949649902829 | Delta_E | 1.25742294709
[2021-07-26 11:10:48,995] A: 05346.jpg, B: 05346.jpg | MSE | 12.21875625 | PSNR | 37.26053359646491 | SSMI | 0.95478315773 | Delta_E | 1.03946922042
[2021-07-26 11:10:49,152] A: 05347.jpg, B: 05347.jpg | MSE | 7.01886666667 | PSNR | 39.66813368417361 | SSMI | 0.960957467829 | Delta_E | 0.861420190473
[2021-07-26 11:10:49,309] A: 05348.jpg, B: 05348.jpg | MSE | 5.8328375 | PSNR | 40.47200483501218 | SSMI | 0.966905341879 | Delta_E | 0.781122004138
[2021-07-26 11:10:49,466] A: 05349.jpg, B: 05349.jpg | MSE | 18.1676270833 | PSNR | 35.53782154083396 | SSMI | 0.959342700834 | Delta_E | 1.28940156012
[2021-07-26 11:10:49,626] A: 05350.jpg, B: 05350.jpg | MSE | 10.3672833333 | PSNR | 37.97415393091417 | SSMI | 0.953712341003 | Delta_E | 1.13499946646
[2021-07-26 11:10:49,781] A: 05351.jpg, B: 05351.jpg | MSE | 7.72660208333 | PSNR | 39.25091814025031 | SSMI | 0.960033925259 | Delta_E | 0.94628648176
[2021-07-26 11:10:49,941] A: 05352.jpg, B: 05352.jpg | MSE | 6.04025625 | PSNR | 40.32024997478512 | SSMI | 0.966780492948 | Delta_E | 0.830633737413
[2021-07-26 11:10:50,095] A: 05353.jpg, B: 05353.jpg | MSE | 5.24624375 | PSNR | 40.93231896035475 | SSMI | 0.966334537227 | Delta_E | 0.730089515348
[2021-07-26 11:10:50,253] A: 05354.jpg, B: 05354.jpg | MSE | 15.1904645833 | PSNR | 36.31509304392048 | SSMI | 0.961051593444 | Delta_E | 1.20646247287
[2021-07-26 11:10:50,410] A: 05355.jpg, B: 05355.jpg | MSE | 14.2594458333 | PSNR | 36.589777130660856 | SSMI | 0.935284053784 | Delta_E | 1.26710019564
[2021-07-26 11:10:50,567] A: 05356.jpg, B: 05356.jpg | MSE | 12.36994375 | PSNR | 37.207126361070316 | SSMI | 0.946473093923 | Delta_E | 1.20150518885
[2021-07-26 11:10:50,731] A: 05357.jpg, B: 05357.jpg | MSE | 11.719775 | PSNR | 37.441610868305844 | SSMI | 0.94973223297 | Delta_E | 1.14394834867
[2021-07-26 11:10:50,902] A: 05358.jpg, B: 05358.jpg | MSE | 9.25156666667 | PSNR | 38.468650781747364 | SSMI | 0.954851622438 | Delta_E | 0.980892185019
[2021-07-26 11:10:51,065] A: 05359.jpg, B: 05359.jpg | MSE | 8.08625833333 | PSNR | 39.05332749154819 | SSMI | 0.954689984912 | Delta_E | 0.911263800593
[2021-07-26 11:10:51,223] A: 05360.jpg, B: 05360.jpg | MSE | 10.4698708333 | PSNR | 37.931390370416565 | SSMI | 0.950650431883 | Delta_E | 1.05061223545
[2021-07-26 11:10:51,376] A: 05361.jpg, B: 05361.jpg | MSE | 15.47278125 | PSNR | 36.235119752252814 | SSMI | 0.93250756656 | Delta_E | 1.29980914932
[2021-07-26 11:10:51,543] A: 05362.jpg, B: 05362.jpg | MSE | 12.224925 | PSNR | 37.2583415746375 | SSMI | 0.943578917876 | Delta_E | 1.16075668908
[2021-07-26 11:10:51,700] A: 05363.jpg, B: 05363.jpg | MSE | 10.4708333333 | PSNR | 37.930991139869406 | SSMI | 0.953243347152 | Delta_E | 1.05593794529
[2021-07-26 11:10:51,858] A: 05364.jpg, B: 05364.jpg | MSE | 8.06785208333 | PSNR | 39.06322433645104 | SSMI | 0.955913287732 | Delta_E | 0.928882877313
[2021-07-26 11:10:52,012] A: 05365.jpg, B: 05365.jpg | MSE | 7.96834583333 | PSNR | 39.1171218627443 | SSMI | 0.9552569315 | Delta_E | 0.912635122556
[2021-07-26 11:10:52,166] A: 05366.jpg, B: 05366.jpg | MSE | 8.12574375 | PSNR | 39.03217238387699 | SSMI | 0.95697881198 | Delta_E | 0.93040259097
[2021-07-26 11:10:52,320] A: 05367.jpg, B: 05367.jpg | MSE | 15.1132666667 | PSNR | 36.33722015524643 | SSMI | 0.933327665998 | Delta_E | 1.29568701546
[2021-07-26 11:10:52,475] A: 05368.jpg, B: 05368.jpg | MSE | 11.1619791667 | PSNR | 37.65339153277678 | SSMI | 0.946812422263 | Delta_E | 1.09739024047
[2021-07-26 11:10:52,628] A: 05369.jpg, B: 05369.jpg | MSE | 23.26550625 | PSNR | 34.463678537863146 | SSMI | 0.94852411315 | Delta_E | 1.41904002929
[2021-07-26 11:10:52,783] A: 05370.jpg, B: 05370.jpg | MSE | 9.16660833333 | PSNR | 38.508716854582616 | SSMI | 0.953021608609 | Delta_E | 0.989886717945
[2021-07-26 11:10:52,941] A: 05371.jpg, B: 05371.jpg | MSE | 8.16646666667 | PSNR | 39.01046167136507 | SSMI | 0.958396846091 | Delta_E | 0.906879182414
[2021-07-26 11:10:53,097] A: 05372.jpg, B: 05372.jpg | MSE | 9.93168333333 | PSNR | 38.1605749702308 | SSMI | 0.95687118877 | Delta_E | 0.989459511215
[2021-07-26 11:10:53,252] A: 05373.jpg, B: 05373.jpg | MSE | 15.3931583333 | PSNR | 36.257526243364076 | SSMI | 0.934773947312 | Delta_E | 1.30374548457
[2021-07-26 11:10:53,407] A: 05374.jpg, B: 05374.jpg | MSE | 11.6407666667 | PSNR | 37.470987767621054 | SSMI | 0.948575551566 | Delta_E | 1.11971500588
[2021-07-26 11:10:53,569] A: 05375.jpg, B: 05375.jpg | MSE | 15.7300833333 | PSNR | 36.16349337474696 | SSMI | 0.954633528519 | Delta_E | 1.18942250744
[2021-07-26 11:10:53,726] A: 05376.jpg, B: 05376.jpg | MSE | 8.06265208333 | PSNR | 39.066024411837155 | SSMI | 0.957443924495 | Delta_E | 0.945047868935
[2021-07-26 11:10:53,883] A: 05377.jpg, B: 05377.jpg | MSE | 5.90201041667 | PSNR | 40.42080389201622 | SSMI | 0.965593321119 | Delta_E | 0.80791586605
[2021-07-26 11:10:54,041] A: 05378.jpg, B: 05378.jpg | MSE | 11.1209625 | PSNR | 37.669379845616774 | SSMI | 0.957619245993 | Delta_E | 1.04521572013
[2021-07-26 11:10:54,197] A: 05379.jpg, B: 05379.jpg | MSE | 15.2786666667 | PSNR | 36.28994904833412 | SSMI | 0.937584256992 | Delta_E | 1.33151499261
[2021-07-26 11:10:54,358] A: 05380.jpg, B: 05380.jpg | MSE | 12.7063229167 | PSNR | 37.09060472630795 | SSMI | 0.954115465332 | Delta_E | 1.08513977895
[2021-07-26 11:10:54,512] A: 05381.jpg, B: 05381.jpg | MSE | 7.66613125 | PSNR | 39.2850411043395 | SSMI | 0.95924068036 | Delta_E | 0.938838446484
[2021-07-26 11:10:54,669] A: 05382.jpg, B: 05382.jpg | MSE | 7.06701875 | PSNR | 39.638441172947 | SSMI | 0.960810653837 | Delta_E | 0.887827843732
[2021-07-26 11:10:54,829] A: 05383.jpg, B: 05383.jpg | MSE | 6.3995125 | PSNR | 40.06933469168998 | SSMI | 0.961509381634 | Delta_E | 0.813167578279
[2021-07-26 11:10:54,981] A: 05384.jpg, B: 05384.jpg | MSE | 8.79407291667 | PSNR | 38.68890298586419 | SSMI | 0.962377220144 | Delta_E | 0.918770538661
[2021-07-26 11:10:55,136] A: 05385.jpg, B: 05385.jpg | MSE | 28.57515 | PSNR | 33.57091842045514 | SSMI | 0.930994414594 | Delta_E | 1.99866912205
[2021-07-26 11:10:55,293] A: 05386.jpg, B: 05386.jpg | MSE | 12.5708979167 | PSNR | 37.137140611989665 | SSMI | 0.947433908962 | Delta_E | 1.20547188202
[2021-07-26 11:10:55,455] A: 05387.jpg, B: 05387.jpg | MSE | 16.30478125 | PSNR | 36.007653843162565 | SSMI | 0.950777508471 | Delta_E | 1.28079077999
[2021-07-26 11:10:55,613] A: 05388.jpg, B: 05388.jpg | MSE | 10.0487604167 | PSNR | 38.109678690023856 | SSMI | 0.954378758559 | Delta_E | 1.09373850645
[2021-07-26 11:10:55,774] A: 05389.jpg, B: 05389.jpg | MSE | 10.7405375 | PSNR | 37.82054345105588 | SSMI | 0.953328215127 | Delta_E | 1.11549950399
[2021-07-26 11:10:55,934] A: 05390.jpg, B: 05390.jpg | MSE | 11.1122395833 | PSNR | 37.67278764513626 | SSMI | 0.955764943888 | Delta_E | 1.1665277532
[2021-07-26 11:10:56,092] A: 05391.jpg, B: 05391.jpg | MSE | 26.30329375 | PSNR | 33.930702257666056 | SSMI | 0.934365532406 | Delta_E | 1.85980375294
[2021-07-26 11:10:56,251] A: 05392.jpg, B: 05392.jpg | MSE | 11.7402541667 | PSNR | 37.434028617428595 | SSMI | 0.948369321027 | Delta_E | 1.18814559499
[2021-07-26 11:10:56,407] A: 05393.jpg, B: 05393.jpg | MSE | 12.40518125 | PSNR | 37.19477246810284 | SSMI | 0.955271005261 | Delta_E | 1.11405132875
[2021-07-26 11:10:56,566] A: 05394.jpg, B: 05394.jpg | MSE | 46.0973104167 | PSNR | 31.49404773987495 | SSMI | 0.93710853201 | Delta_E | 2.40355233366
[2021-07-26 11:10:56,723] A: 05395.jpg, B: 05395.jpg | MSE | 11.6697833333 | PSNR | 37.4601756806258 | SSMI | 0.957136054519 | Delta_E | 1.05400697942
[2021-07-26 11:10:56,883] A: 05396.jpg, B: 05396.jpg | MSE | 7.20018125 | PSNR | 39.557369318138534 | SSMI | 0.962971928867 | Delta_E | 0.904888935944
[2021-07-26 11:10:57,039] A: 05397.jpg, B: 05397.jpg | MSE | 28.7687791667 | PSNR | 33.54158928328632 | SSMI | 0.932119551562 | Delta_E | 1.97395629327
[2021-07-26 11:10:57,194] A: 05398.jpg, B: 05398.jpg | MSE | 15.4949708333 | PSNR | 36.22889597777882 | SSMI | 0.944626315426 | Delta_E | 1.37735703606
[2021-07-26 11:10:57,350] A: 05399.jpg, B: 05399.jpg | MSE | 8.31712708333 | PSNR | 38.931070234378176 | SSMI | 0.959312762066 | Delta_E | 0.988522465779
[2021-07-26 11:10:57,507] A: 05400.jpg, B: 05400.jpg | MSE | 60.2959791667 | PSNR | 30.3279200866062 | SSMI | 0.929171513819 | Delta_E | 2.99964145081
[2021-07-26 11:10:57,665] A: 05401.jpg, B: 05401.jpg | MSE | 24.9880395833 | PSNR | 34.15348175631319 | SSMI | 0.95043481398 | Delta_E | 1.57577965612
[2021-07-26 11:10:57,826] A: 05402.jpg, B: 05402.jpg | MSE | 7.86950833333 | PSNR | 39.17132761264942 | SSMI | 0.961477548845 | Delta_E | 0.940432610341
[2021-07-26 11:10:57,977] A: 05403.jpg, B: 05403.jpg | MSE | 32.7482583333 | PSNR | 32.9789215322213 | SSMI | 0.929392315344 | Delta_E | 2.15735046437
[2021-07-26 11:10:58,133] A: 05404.jpg, B: 05404.jpg | MSE | 11.5185895833 | PSNR | 37.516810565789456 | SSMI | 0.949075309881 | Delta_E | 1.13362066419
[2021-07-26 11:10:58,286] A: 05405.jpg, B: 05405.jpg | MSE | 7.10559791667 | PSNR | 39.614797323717234 | SSMI | 0.962508993052 | Delta_E | 0.913242418367
[2021-07-26 11:10:58,445] A: 05406.jpg, B: 05406.jpg | MSE | 7.0870125 | PSNR | 39.62617162101563 | SSMI | 0.961462956551 | Delta_E | 0.890900511398
[2021-07-26 11:10:58,603] A: 05407.jpg, B: 05407.jpg | MSE | 6.72022291667 | PSNR | 39.856966815830475 | SSMI | 0.962575796773 | Delta_E | 0.855967118186
[2021-07-26 11:10:58,761] A: 05408.jpg, B: 05408.jpg | MSE | 5.40597083333 | PSNR | 40.802066626344235 | SSMI | 0.967325771966 | Delta_E | 0.762517541457
[2021-07-26 11:10:58,913] A: 05409.jpg, B: 05409.jpg | MSE | 28.0049083333 | PSNR | 33.658462054090414 | SSMI | 0.931928449474 | Delta_E | 1.99488361284
[2021-07-26 11:10:59,070] A: 05410.jpg, B: 05410.jpg | MSE | 12.5272895833 | PSNR | 37.1522324409037 | SSMI | 0.950877405942 | Delta_E | 1.18466863907
[2021-07-26 11:10:59,226] A: 05411.jpg, B: 05411.jpg | MSE | 7.96332916667 | PSNR | 39.11985693074298 | SSMI | 0.959599308784 | Delta_E | 0.960205725241
[2021-07-26 11:10:59,383] A: 05412.jpg, B: 05412.jpg | MSE | 6.67538958333 | PSNR | 39.886037441714265 | SSMI | 0.96272217377 | Delta_E | 0.876696516583
[2021-07-26 11:10:59,541] A: 05413.jpg, B: 05413.jpg | MSE | 5.67457291667 | PSNR | 40.59147179921632 | SSMI | 0.965646840146 | Delta_E | 0.790606645149
[2021-07-26 11:10:59,697] A: 05414.jpg, B: 05414.jpg | MSE | 5.94997708333 | PSNR | 40.38565067845418 | SSMI | 0.96260969247 | Delta_E | 0.785129017435
[2021-07-26 11:10:59,853] A: 05415.jpg, B: 05415.jpg | MSE | 46.2157 | PSNR | 31.482908254614244 | SSMI | 0.918947377946 | Delta_E | 2.79631690676
